rank,symbol,company_name,market_cap,stock_price_cad,percent_change,revenue,exchange,source_url,yahoo_symbol,sector,industry,long_name,quote_type,lookup_status
614,ACX,ACT Energy Technologies Ltd.,254.84M,6.55,-0.91%,474.93M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ACX.TO,Energy,Oil & Gas Drilling,ACT Energy Technologies Ltd.,EQUITY,success
615,STLR,STLLR Gold Inc.,254.08M,1.44,1.41%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,STLR.TO,Basic Materials,Gold,STLLR Gold Inc.,EQUITY,success
616,ELO,Eloro Resources Ltd.,251.28M,2.09,-0.48%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ELO.TO,Basic Materials,Gold,Eloro Resources Ltd.,EQUITY,success
617,DNG,Dynacor Group Inc.,250.40M,6.24,4.52%,545.15M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DNG.TO,Basic Materials,Other Precious Metals & Mining,Dynacor Group Inc.,EQUITY,success
618,CDR,Condor Energies Inc.,248.00M,3.1,-,69.54M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CDR.TO,Energy,Oil & Gas E&P,Condor Energies Inc.,EQUITY,success
619,AIM,Aimia Inc.,247.47M,2.74,-1.44%,511.60M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AIM.TO,Basic Materials,Specialty Chemicals,Aimia Inc.,EQUITY,success
620,MSCL,Satellos Bioscience Inc.,241.02M,11.58,0.09%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MSCL.TO,Healthcare,Biotechnology,Satellos Bioscience Inc.,EQUITY,success
621,NCF,Northcliff Resources Ltd.,238.55M,0.37,-2.63%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NCF.TO,Basic Materials,Other Industrial Metals & Mining,Northcliff Resources Ltd.,EQUITY,success
622,FCD.UN,Firm Capital Property Trust,236.69M,6.53,1.87%,61.86M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FCD-UN.TO,Real Estate,REIT - Retail,Firm Capital Property Trust,EQUITY,success
623,SHLE,Source Energy Services Ltd.,232.83M,17.54,-1.46%,700.31M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SHLE.TO,Energy,Oil & Gas Equipment & Services,Source Energy Services Ltd.,EQUITY,success
624,CRRX,CareRx Corporation,230.95M,3.6,-1.10%,370.24M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CRRX.TO,Healthcare,Medical Care Facilities,CareRx Corporation,EQUITY,success
625,WNDR,WonderFi Technologies Inc.,229.93M,0.345,-,45.97M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WNDR.TO,Technology,Software - Application,WonderFi Technologies Inc.,EQUITY,success
626,PNE,Pine Cliff Energy Ltd.,229.63M,0.64,-,164.55M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PNE.TO,Energy,Oil & Gas E&P,Pine Cliff Energy Ltd.,EQUITY,success
627,TC,Tucows Inc.,229.08M,20.51,-5.22%,535.15M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TC.TO,Technology,Software - Infrastructure,Tucows Inc.,EQUITY,success
628,DND,Dye & Durham Limited,228.39M,3.28,-3.53%,423.92M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DND.TO,Technology,Software - Application,Dye & Durham Limited,EQUITY,success
629,ORV,Orvana Minerals Corp.,225.43M,1.67,1.21%,149.76M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ORV.TO,Basic Materials,Other Precious Metals & Mining,Orvana Minerals Corp.,EQUITY,success
630,MOLY,Greenland Resources Inc.,219.52M,1.66,-5.14%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MOLY.TO,Basic Materials,Other Industrial Metals & Mining,,EQUITY,success
631,AGMR,Silver Mountain Resources Inc.,214.82M,3.57,0.85%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AGMR.TO,Basic Materials,Silver,Silver Mountain Resources Inc.,EQUITY,success
632,BOIL,Beyond Oil Ltd.,211.99M,2.78,-1.77%,6.19M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BOIL.TO,Consumer Defensive,Packaged Foods,Beyond Oil Ltd.,EQUITY,success
633,LAM,Laramide Resources Ltd.,207.07M,0.73,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,LAM.TO,Energy,Uranium,Laramide Resources Ltd.,EQUITY,success
634,CRDL,Cardiol Therapeutics Inc.,203.61M,1.81,-0.55%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CRDL.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Cardiol Therapeutics Inc.,EQUITY,success
635,XAU,Goldmoney Inc.,202.39M,16.17,0.19%,216.29M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,XAU.TO,Financial Services,Capital Markets,Goldmoney Inc.,EQUITY,success
636,DBO,D-BOX Technologies Inc.,202.19M,0.94,3.30%,51.55M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DBO.TO,Technology,Consumer Electronics,D-BOX Technologies Inc.,EQUITY,success
637,GENM,Generation Mining Limited,196.34M,0.63,3.28%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GENM.TO,Basic Materials,Other Industrial Metals & Mining,Generation Mining Limited,EQUITY,success
638,XLY,Auxly Cannabis Group Inc.,193.37M,0.135,-,151.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,XLY.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Auxly Cannabis Group Inc.,EQUITY,success
639,STC,Sangoma Technologies Corporation,190.02M,5.78,1.23%,301.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,STC.TO,Technology,Software - Infrastructure,Sangoma Technologies Corporation,EQUITY,success
640,ECO,EcoSynthetix Inc.,189.49M,3.19,-0.93%,28.52M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ECO.TO,Basic Materials,Specialty Chemicals,EcoSynthetix Inc.,EQUITY,success
641,GDC,Genesis Land Development Corp.,188.57M,3.33,-0.60%,381.16M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GDC.TO,Real Estate,Real Estate - Development,,EQUITY,success
642,PSD,Pulse Seismic Inc.,187.14M,3.68,-0.27%,30.18M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PSD.TO,Energy,Oil & Gas Equipment & Services,Pulse Seismic Inc.,EQUITY,success
643,MTEK,Metatek-Group Ltd.,186.56M,4.95,-,32.43M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MTEK.TO,Energy,Oil & Gas Equipment & Services,Metatek-Group Ltd.,EQUITY,success
644,S,Sherritt International Corporation,186.37M,0.263,-0.94%,177.30M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,S.TO,Basic Materials,Other Industrial Metals & Mining,Sherritt International Corporation,EQUITY,success
645,FLNT,Flint Corp.,184.80M,1.78,5.95%,563.85M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FLNT.TO,Energy,Oil & Gas Equipment & Services,Flint Corp.,EQUITY,success
646,QTRH,Quarterhill Inc.,179.97M,1.51,0.67%,212.76M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,QTRH.TO,Technology,Communication Equipment,Quarterhill Inc.,EQUITY,success
647,BOS,AirBoss of America Corp.,178.48M,6.55,-0.30%,562.44M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BOS.TO,Basic Materials,Specialty Chemicals,AirBoss of America Corp.,EQUITY,success
648,Y,Yellow Pages Limited,178.31M,12.86,-0.77%,198.88M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,Y.TO,Communication Services,Publishing,Yellow Pages Limited,EQUITY,success
649,AKT.A,AKITA Drilling Ltd.,177.27M,4.6,3.37%,200.90M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AKT-A.TO,Energy,Oil & Gas Drilling,AKITA Drilling Ltd.,EQUITY,success
650,AKT.B,AKITA Drilling Ltd.,177.27M,4.6,9.52%,200.90M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AKT-B.TO,Energy,Oil & Gas Drilling,AKITA Drilling Ltd.,EQUITY,success
651,HAI,Haivision Systems Inc.,175.05M,6.34,-0.16%,144.70M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HAI.TO,Technology,Software - Infrastructure,Haivision Systems Inc.,EQUITY,success
652,GCU,Gunnison Copper Corp.,173.35M,0.41,-,14.94M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GCU.TO,Basic Materials,Copper,Gunnison Copper Corp,EQUITY,success
653,LOVE,Cannara Biotech Inc.,172.87M,1.74,-0.57%,113.01M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,LOVE.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Cannara Biotech Inc.,EQUITY,success
654,HMM.A,Hammond Manufacturing Company Limited,161.06M,14.5,2.04%,289.48M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HMM-A.TO,Industrials,Electrical Equipment & Parts,Hammond Manufacturing Company Limited,EQUITY,success
655,BAMI,Blue Ant Media Corporation,159.52M,5.82,1.22%,267.30M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BAMI.TO,Communication Services,Entertainment,Blue Ant Media Corporation,EQUITY,success
656,QEC,Questerre Energy Corporation,158.16M,0.335,-1.47%,70.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,QEC.TO,Energy,Oil & Gas E&P,Questerre Energy Corporation,EQUITY,success
657,HBP,Helix BioPharma Corp.,155.81M,2.04,-3.32%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HBP.TO,Healthcare,Biotechnology,Helix BioPharma Corp.,EQUITY,success
658,ROOT,Roots Corporation,155.61M,3.97,-,277.68M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ROOT.TO,Consumer Cyclical,Apparel Retail,Roots Corporation,EQUITY,success
659,TINY,Tiny Ltd.,154.97M,5.29,-,203.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TINY.TO,Financial Services,Asset Management,Tiny Ltd.,EQUITY,success
660,YGR,Yangarra Resources Ltd.,154.17M,1.46,-,107.21M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,YGR.TO,Energy,Oil & Gas E&P,Yangarra Resources Ltd.,EQUITY,success
661,DRT,DIRTT Environmental Solutions Ltd.,153.01M,0.77,-2.53%,231.52M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DRT.TO,Industrials,Engineering & Construction,DIRTT Environmental Solutions Ltd.,EQUITY,success
662,RUA,Rua Gold Inc.,148.27M,1.33,3.10%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,RUA.TO,Basic Materials,Other Industrial Metals & Mining,Rua Gold Inc.,EQUITY,success
663,FURY,Fury Gold Mines Limited,147.35M,0.79,1.94%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FURY.TO,Basic Materials,Other Industrial Metals & Mining,Fury Gold Mines Limited,EQUITY,success
664,HLS,HLS Therapeutics Inc.,147.30M,4.71,1.29%,76.10M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,HLS.TO,Healthcare,Drug Manufacturers - Specialty & Generic,HLS Therapeutics Inc.,EQUITY,success
665,OCG,Outcrop Silver & Gold Corporation,146.83M,0.305,1.67%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,OCG.TO,Basic Materials,Other Precious Metals & Mining,Outcrop Silver & Gold Corporation,EQUITY,success
666,CXI,"Currency Exchange International, Corp.",146.80M,25.18,1.94%,98.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CXI.TO,Financial Services,Capital Markets,"Currency Exchange International, Corp.",EQUITY,success
667,G,Augusta Gold Corp.,146.27M,1.69,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,G.TO,,,Augusta Gold Corp.,EQUITY,success
668,WEF,Western Forest Products Inc.,145.49M,14.06,2.03%,986.50M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WEF.TO,Basic Materials,Lumber & Wood Production,Western Forest Products Inc.,EQUITY,success
669,IMP,Intermap Technologies Corporation,144.61M,1.98,1.02%,14.49M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IMP.TO,Technology,Software - Application,Intermap Technologies Corporation,EQUITY,success
670,XTG,Xtra-Gold Resources Corp.,144.31M,3.1,-1.90%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,XTG.TO,Basic Materials,Gold,Xtra-Gold Resources Corp.,EQUITY,success
671,TELY,TelyRx Holdings Inc.,142.30M,3.03,1.00%,58.85M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TELY.TO,Healthcare,Pharmaceutical Retailers,TelyRx Holdings Inc.,EQUITY,success
672,GEO,Geodrill Limited,141.59M,3.09,3.69%,253.54M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GEO.TO,Basic Materials,Other Industrial Metals & Mining,Geodrill Limited,EQUITY,success
673,IVQ,Invesque Inc.,137.03M,0.15,7.14%,102.96M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IVQ.TO,Real Estate,Real Estate Services,Invesque Inc.,EQUITY,success
674,IVQ.U,Invesque Inc.,137.03M,0.095,-,102.96M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IVQ-U.TO,Real Estate,Real Estate Services,Invesque Inc.,EQUITY,success
675,BRE,Bridgemarq Real Estate Services Inc.,132.20M,13.86,-0.57%,407.38M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BRE.TO,Real Estate,Real Estate Services,Bridgemarq Real Estate Services Inc.,EQUITY,success
676,SRV.UN,SIR Royalty Income Fund,131.16M,15.66,-0.19%,11.10M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SRV-UN.TO,Consumer Cyclical,Restaurants,SIR Royalty Income Fund,EQUITY,success
677,LGO,Largo Inc.,129.69M,1.59,2.58%,150.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,LGO.TO,Basic Materials,Other Industrial Metals & Mining,Largo Inc.,EQUITY,success
678,ALYA,Alithya Group Inc.,129.11M,1.32,-0.75%,488.94M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ALYA.TO,Technology,Information Technology Services,Alithya Group Inc.,EQUITY,success
679,GMX,Globex Mining Enterprises Inc.,126.63M,2.23,0.45%,1.45M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GMX.TO,Basic Materials,Other Industrial Metals & Mining,Globex Mining Enterprises Inc.,EQUITY,success
680,IFA,iFabric Corp.,125.14M,4.06,-1.69%,32.87M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IFA.TO,Consumer Cyclical,Apparel Manufacturing,iFabric Corp.,EQUITY,success
681,MDP,Medexus Pharmaceuticals Inc.,124.26M,3.94,1.55%,136.34M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MDP.TO,Healthcare,Drug Manufacturers - Specialty & Generic,Medexus Pharmaceuticals Inc.,EQUITY,success
682,E,"Enterprise Group, Inc.",122.42M,1.475,-1.67%,36.35M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,E.TO,Energy,Oil & Gas Equipment & Services,"Enterprise Group, Inc.",EQUITY,success
683,GURU,GURU Organic Energy Corp.,118.91M,3.87,-2.03%,35.88M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GURU.TO,Consumer Defensive,Beverages - Non-Alcoholic,GURU Organic Energy Corp.,EQUITY,success
684,CWEB,"Charlotte's Web Holdings, Inc.",117.22M,0.69,-5.48%,68.41M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CWEB.TO,Healthcare,Drug Manufacturers - Specialty & Generic,"Charlotte's Web Holdings, Inc.",EQUITY,success
685,TNT.UN,True North Commercial Real Estate Investment Trust,115.63M,8.28,0.73%,130.12M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TNT-UN.TO,Real Estate,REIT - Office,True North Commercial Real Estate Investment Trust,EQUITY,success
686,XTRA,Xtract One Technologies Inc.,114.37M,0.44,-,17.21M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,XTRA.TO,Technology,Software - Application,Xtract One Technologies Inc.,EQUITY,success
687,KPT,KP Tissue Inc.,114.05M,11.35,-0.26%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,KPT.TO,Consumer Defensive,Household & Personal Products,KP Tissue Inc.,EQUITY,success
688,NANO,Nano One Materials Corp.,113.70M,0.96,1.05%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NANO.TO,Basic Materials,Specialty Chemicals,Nano One Materials Corp.,EQUITY,success
689,CCM,Canagold Resources Ltd.,113.39M,0.53,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CCM.TO,Basic Materials,Gold,Canagold Resources Ltd.,EQUITY,success
690,ERE.UN,European Residential Real Estate Investment Trust,110.80M,1.19,0.85%,61.85M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ERE-UN.TO,Real Estate,REIT - Residential,European Residential Real Estate Investment Trust,EQUITY,success
691,THNC,Thinkific Labs Inc.,109.44M,1.45,-10.49%,100.35M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,THNC.TO,Technology,Software - Application,Thinkific Labs Inc.,EQUITY,success
692,TRZ,Transat A.T. Inc.,105.79M,2.57,-1.15%,3.44B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TRZ.TO,Consumer Cyclical,Travel Services,Transat A.T. Inc.,EQUITY,success
693,WRG,Western Energy Services Corp.,105.27M,3.11,-,203.75M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WRG.TO,Energy,Oil & Gas Drilling,Western Energy Services Corp.,EQUITY,success
694,SLR,Solitario Resources Corp.,102.87M,1.13,-4.24%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SLR.TO,Basic Materials,Other Industrial Metals & Mining,Solitario Resources Corp.,EQUITY,success
695,ELR,Eastern Platinum Limited,101.45M,0.5,1.01%,84.44M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ELR.TO,Basic Materials,Other Precious Metals & Mining,Eastern Platinum Limited,EQUITY,success
696,PNC.A,Postmedia Network Canada Corp.,99.03M,0.94,-,432.21M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PNC-A.TO,Communication Services,Publishing,Postmedia Network Canada Corp.,EQUITY,success
697,PNC.B,Postmedia Network Canada Corp.,99.03M,1,5.26%,432.21M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PNC-B.TO,Communication Services,Publishing,Postmedia Network Canada Corp.,EQUITY,success
698,WM,Wallbridge Mining Company Limited,97.81M,0.08,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WM.TO,Basic Materials,Gold,Wallbridge Mining Company Limited,EQUITY,success
699,DCM,DATA Communications Management Corp.,96.35M,1.67,-,450.36M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DCM.TO,Industrials,Specialty Business Services,DATA Communications Management Corp.,EQUITY,success
700,GDL,Goodfellow Inc.,96.06M,11.55,-0.43%,540.53M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GDL.TO,Basic Materials,Lumber & Wood Production,Goodfellow Inc.,EQUITY,success
701,SYZ,Sylogist Ltd.,95.20M,4,-1.72%,62.24M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SYZ.TO,Technology,Software - Application,Sylogist Ltd.,EQUITY,success
702,IS,Infrastructure Dividend Split Corp.,93.58M,18.92,-0.94%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,IS.TO,Financial Services,Asset Management,,EQUITY,success
703,FSY,Forsys Metals Corp.,93.00M,0.365,-3.95%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FSY.TO,Basic Materials,Other Industrial Metals & Mining,Forsys Metals Corp.,EQUITY,success
704,FT,Fortune Minerals Limited,88.74M,0.158,8.62%,112.25K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FT.TO,Basic Materials,Other Industrial Metals & Mining,Fortune Minerals Limited,EQUITY,success
705,SXP,Supremex Inc.,88.32M,3.65,0.55%,274.78M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SXP.TO,Consumer Cyclical,Packaging & Containers,Supremex Inc.,EQUITY,success
706,RTG,RTG Mining Inc.,86.39M,0.045,-,109.22K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,RTG.TO,Basic Materials,Other Industrial Metals & Mining,RTG Mining Inc.,EQUITY,success
707,PNP,Pinetree Capital Ltd.,86.17M,9.01,-1.85%,-17.44M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PNP.TO,Financial Services,Capital Markets,Pinetree Capital Ltd.,EQUITY,success
708,PYR,PyroGenesis Inc.,82.64M,0.4,-2.50%,12.57M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,PYR.TO,Industrials,Specialty Industrial Machinery,PyroGenesis Inc.,EQUITY,success
709,CEMX,CEMATRIX Corporation,82.38M,0.55,-,45.74M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,CEMX.TO,Basic Materials,Building Materials,CEMATRIX Corporation,EQUITY,success
710,NEXT,NextSource Materials Inc.,81.02M,0.335,1.52%,1.67M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NEXT.TO,Basic Materials,Other Industrial Metals & Mining,NextSource Materials Inc.,EQUITY,success
711,AIAI,NetraMark Holdings Inc.,78.75M,0.85,-3.41%,165.26K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AIAI.TO,Healthcare,Health Information Services,NetraMark Holdings Inc.,EQUITY,success
712,ESM,Euro Sun Mining Inc.,77.63M,0.16,-8.57%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ESM.TO,Basic Materials,Gold,Euro Sun Mining Inc.,EQUITY,success
713,COPR,Coppernico Metals Inc.,74.83M,0.42,-1.18%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,COPR.TO,Basic Materials,Other Industrial Metals & Mining,Coppernico Metals Inc,EQUITY,success
714,DYA,dynaCERT Inc.,73.70M,0.145,-,643.93K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DYA.TO,Industrials,Specialty Industrial Machinery,dynaCERT Inc.,EQUITY,success
715,BRAG,Bragg Gaming Group Inc.,73.14M,2.79,-2.45%,170.76M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BRAG.TO,Consumer Cyclical,Gambling,Bragg Gaming Group Inc.,EQUITY,success
716,MCB,McCoy Global Inc.,71.13M,2.6,-0.76%,83.78M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MCB.TO,Energy,Oil & Gas Equipment & Services,McCoy Global Inc.,EQUITY,success
717,OGD,Orbit Garant Drilling Inc.,70.59M,1.85,-,191.84M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,OGD.TO,Basic Materials,Other Industrial Metals & Mining,Orbit Garant Drilling Inc.,EQUITY,success
718,SAM,Starcore International Mines Ltd.,65.13M,0.69,-1.43%,42.23M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SAM.TO,Basic Materials,Other Industrial Metals & Mining,Starcore International Mines Ltd.,EQUITY,success
719,TSL,Tree Island Steel Ltd.,63.65M,2.47,0.41%,170.83M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TSL.TO,Basic Materials,Steel,Tree Island Steel Ltd.,EQUITY,success
720,SVA,Sernova Biotherapeutics Inc,61.45M,0.17,-,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SVA.TO,Healthcare,Biotechnology,Sernova Biotherapeutics Inc,EQUITY,success
721,FORA,VerticalScope Holdings Inc.,58.54M,2.73,1.11%,79.73M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,FORA.TO,Communication Services,Internet Content & Information,VerticalScope Holdings Inc.,EQUITY,success
722,TXP,Touchstone Exploration Inc.,58.45M,0.18,-,47.65M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TXP.TO,Energy,Oil & Gas E&P,Touchstone Exploration Inc.,EQUITY,success
723,BCHT,Birchtech Corp.,57.98M,2.205,1.15%,24.17M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,BCHT.TO,Industrials,Pollution & Treatment Controls,,EQUITY,success
724,DII.A,Dorel Industries Inc.,57.83M,1.89,-,1.63B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DII-A.TO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Dorel Industries Inc.,EQUITY,success
725,DII.B,Dorel Industries Inc.,57.83M,1.64,-1.21%,1.63B,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,DII-B.TO,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Dorel Industries Inc.,EQUITY,success
726,NPK,Verde AgriTech Limited,56.44M,0.97,-3.00%,16.61M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,NPK.TO,Basic Materials,Agricultural Inputs,Verde AgriTech Limited,EQUITY,success
727,ICE,Canlan Ice Sports Corp.,55.35M,4,-3.61%,100.03M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,ICE.TO,Consumer Cyclical,Leisure,Canlan Ice Sports Corp.,EQUITY,success
728,AVL,Avalon Advanced Materials Inc.,54.29M,0.06,-7.69%,129.65K,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,AVL.TO,Basic Materials,Other Industrial Metals & Mining,Avalon Advanced Materials Inc.,EQUITY,success
729,MDNA,Medicenna Therapeutics Corp.,51.72M,0.625,0.81%,-,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,MDNA.TO,Healthcare,Biotechnology,Medicenna Therapeutics Corp.,EQUITY,success
730,GFP,GreenFirst Forest Products Inc.,51.15M,2.21,-1.34%,303.55M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,GFP.TO,Basic Materials,Lumber & Wood Production,GreenFirst Forest Products Inc.,EQUITY,success
731,SWP,Swiss Water Decaffeinated Coffee Inc.,51.03M,4.84,-9.02%,258.72M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SWP.TO,Consumer Defensive,Packaged Foods,Swiss Water Decaffeinated Coffee Inc.,EQUITY,success
732,TVA.B,TVA Group Inc.,50.12M,1.16,0.87%,540.82M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,TVA-B.TO,Communication Services,Broadcasting,TVA Group Inc.,EQUITY,success
733,WPRT,Westport Fuel Systems Inc.,47.14M,2.72,0.37%,31.97M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,WPRT.TO,Consumer Cyclical,Auto Parts,Westport Fuel Systems Inc.,EQUITY,success
734,SLT,Saltire Capital Ltd.,45.15M,4.5,-5.26%,67.29M,TSX,https://stockanalysis.com/list/toronto-stock-exchange/?page=2,SLT.TO,,,,EQUITY,success
